image_path,target
./image_data/preprocessing_images\R\R220.jpg,17.0
./image_data/preprocessing_images\D\D194.jpg,3.0
./image_data/preprocessing_images\A\A17.jpg,0.0
./image_data/preprocessing_images\V\V64.jpg,21.0
./image_data/preprocessing_images\Y\Y702.jpg,24.0
./image_data/preprocessing_images\E\E475.jpg,4.0
./image_data/preprocessing_images\Y\Y730.jpg,24.0
./image_data/preprocessing_images\space\space83.jpg,28.0
./image_data/preprocessing_images\I\I558.jpg,8.0
./image_data/preprocessing_images\G\G548.jpg,6.0
./image_data/preprocessing_images\N\N114.jpg,13.0
./image_data/preprocessing_images\C\C335.jpg,2.0
./image_data/preprocessing_images\V\V674.jpg,21.0
./image_data/preprocessing_images\N\N682.jpg,13.0
./image_data/preprocessing_images\X\X149.jpg,23.0
./image_data/preprocessing_images\X\X679.jpg,23.0
./image_data/preprocessing_images\nothing\nothing684.jpg,27.0
./image_data/preprocessing_images\Q\Q87.jpg,16.0
./image_data/preprocessing_images\Q\Q645.jpg,16.0
./image_data/preprocessing_images\Z\Z483.jpg,25.0
./image_data/preprocessing_images\Q\Q276.jpg,16.0
./image_data/preprocessing_images\X\X610.jpg,23.0
./image_data/preprocessing_images\N\N799.jpg,13.0
./image_data/preprocessing_images\N\N995.jpg,13.0
./image_data/preprocessing_images\D\D979.jpg,3.0
./image_data/preprocessing_images\M\M23.jpg,12.0
./image_data/preprocessing_images\nothing\nothing479.jpg,27.0
./image_data/preprocessing_images\W\W467.jpg,22.0
./image_data/preprocessing_images\del\del477.jpg,26.0
./image_data/preprocessing_images\G\G166.jpg,6.0
./image_data/preprocessing_images\D\D731.jpg,3.0
./image_data/preprocessing_images\V\V476.jpg,21.0
./image_data/preprocessing_images\B\B106.jpg,1.0
./image_data/preprocessing_images\G\G764.jpg,6.0
./image_data/preprocessing_images\V\V510.jpg,21.0
./image_data/preprocessing_images\X\X639.jpg,23.0
./image_data/preprocessing_images\G\G393.jpg,6.0
./image_data/preprocessing_images\O\O65.jpg,14.0
./image_data/preprocessing_images\L\L311.jpg,11.0
./image_data/preprocessing_images\A\A309.jpg,0.0
./image_data/preprocessing_images\E\E323.jpg,4.0
./image_data/preprocessing_images\Y\Y61.jpg,24.0
./image_data/preprocessing_images\I\I455.jpg,8.0
./image_data/preprocessing_images\W\W853.jpg,22.0
./image_data/preprocessing_images\M\M943.jpg,12.0
./image_data/preprocessing_images\I\I745.jpg,8.0
./image_data/preprocessing_images\L\L42.jpg,11.0
./image_data/preprocessing_images\H\H387.jpg,7.0
./image_data/preprocessing_images\K\K202.jpg,10.0
./image_data/preprocessing_images\C\C777.jpg,2.0
./image_data/preprocessing_images\Y\Y489.jpg,24.0
./image_data/preprocessing_images\V\V544.jpg,21.0
./image_data/preprocessing_images\X\X755.jpg,23.0
./image_data/preprocessing_images\X\X729.jpg,23.0
./image_data/preprocessing_images\J\J21.jpg,9.0
./image_data/preprocessing_images\J\J568.jpg,9.0
./image_data/preprocessing_images\J\J188.jpg,9.0
./image_data/preprocessing_images\L\L814.jpg,11.0
./image_data/preprocessing_images\O\O162.jpg,14.0
./image_data/preprocessing_images\Q\Q3.jpg,16.0
./image_data/preprocessing_images\C\C47.jpg,2.0
./image_data/preprocessing_images\E\E106.jpg,4.0
./image_data/preprocessing_images\G\G927.jpg,6.0
./image_data/preprocessing_images\Q\Q124.jpg,16.0
./image_data/preprocessing_images\nothing\nothing340.jpg,27.0
./image_data/preprocessing_images\Q\Q468.jpg,16.0
./image_data/preprocessing_images\T\T439.jpg,19.0
./image_data/preprocessing_images\S\S608.jpg,18.0
./image_data/preprocessing_images\K\K719.jpg,10.0
./image_data/preprocessing_images\K\K355.jpg,10.0
./image_data/preprocessing_images\nothing\nothing513.jpg,27.0
./image_data/preprocessing_images\Q\Q321.jpg,16.0
./image_data/preprocessing_images\X\X908.jpg,23.0
./image_data/preprocessing_images\B\B615.jpg,1.0
./image_data/preprocessing_images\G\G917.jpg,6.0
./image_data/preprocessing_images\E\E49.jpg,4.0
./image_data/preprocessing_images\M\M709.jpg,12.0
./image_data/preprocessing_images\P\P727.jpg,15.0
./image_data/preprocessing_images\X\X511.jpg,23.0
./image_data/preprocessing_images\T\T792.jpg,19.0
./image_data/preprocessing_images\C\C345.jpg,2.0
./image_data/preprocessing_images\X\X393.jpg,23.0
./image_data/preprocessing_images\W\W782.jpg,22.0
./image_data/preprocessing_images\nothing\nothing575.jpg,27.0
./image_data/preprocessing_images\space\space987.jpg,28.0
./image_data/preprocessing_images\del\del385.jpg,26.0
./image_data/preprocessing_images\Z\Z126.jpg,25.0
./image_data/preprocessing_images\T\T588.jpg,19.0
./image_data/preprocessing_images\K\K720.jpg,10.0
./image_data/preprocessing_images\P\P196.jpg,15.0
./image_data/preprocessing_images\X\X985.jpg,23.0
./image_data/preprocessing_images\E\E938.jpg,4.0
./image_data/preprocessing_images\Z\Z559.jpg,25.0
./image_data/preprocessing_images\T\T186.jpg,19.0
./image_data/preprocessing_images\R\R534.jpg,17.0
./image_data/preprocessing_images\Z\Z774.jpg,25.0
./image_data/preprocessing_images\H\H626.jpg,7.0
./image_data/preprocessing_images\H\H538.jpg,7.0
./image_data/preprocessing_images\U\U934.jpg,20.0
./image_data/preprocessing_images\T\T893.jpg,19.0
./image_data/preprocessing_images\nothing\nothing505.jpg,27.0
./image_data/preprocessing_images\M\M896.jpg,12.0
./image_data/preprocessing_images\I\I729.jpg,8.0
./image_data/preprocessing_images\R\R291.jpg,17.0
./image_data/preprocessing_images\space\space943.jpg,28.0
./image_data/preprocessing_images\I\I500.jpg,8.0
./image_data/preprocessing_images\del\del766.jpg,26.0
./image_data/preprocessing_images\Y\Y833.jpg,24.0
./image_data/preprocessing_images\M\M721.jpg,12.0
./image_data/preprocessing_images\nothing\nothing844.jpg,27.0
./image_data/preprocessing_images\R\R923.jpg,17.0
./image_data/preprocessing_images\F\F753.jpg,5.0
./image_data/preprocessing_images\nothing\nothing945.jpg,27.0
./image_data/preprocessing_images\K\K451.jpg,10.0
./image_data/preprocessing_images\space\space21.jpg,28.0
./image_data/preprocessing_images\U\U397.jpg,20.0
./image_data/preprocessing_images\H\H319.jpg,7.0
./image_data/preprocessing_images\A\A263.jpg,0.0
./image_data/preprocessing_images\I\I116.jpg,8.0
./image_data/preprocessing_images\O\O135.jpg,14.0
./image_data/preprocessing_images\space\space202.jpg,28.0
./image_data/preprocessing_images\G\G934.jpg,6.0
./image_data/preprocessing_images\U\U128.jpg,20.0
./image_data/preprocessing_images\E\E161.jpg,4.0
./image_data/preprocessing_images\S\S335.jpg,18.0
./image_data/preprocessing_images\del\del264.jpg,26.0
./image_data/preprocessing_images\space\space91.jpg,28.0
./image_data/preprocessing_images\V\V320.jpg,21.0
./image_data/preprocessing_images\E\E262.jpg,4.0
./image_data/preprocessing_images\space\space538.jpg,28.0
./image_data/preprocessing_images\N\N606.jpg,13.0
./image_data/preprocessing_images\F\F883.jpg,5.0
./image_data/preprocessing_images\O\O479.jpg,14.0
./image_data/preprocessing_images\del\del450.jpg,26.0
./image_data/preprocessing_images\A\A112.jpg,0.0
./image_data/preprocessing_images\del\del401.jpg,26.0
./image_data/preprocessing_images\U\U658.jpg,20.0
./image_data/preprocessing_images\Z\Z335.jpg,25.0
./image_data/preprocessing_images\T\T950.jpg,19.0
./image_data/preprocessing_images\B\B145.jpg,1.0
./image_data/preprocessing_images\B\B859.jpg,1.0
./image_data/preprocessing_images\L\L48.jpg,11.0
./image_data/preprocessing_images\U\U400.jpg,20.0
./image_data/preprocessing_images\U\U449.jpg,20.0
./image_data/preprocessing_images\U\U34.jpg,20.0
./image_data/preprocessing_images\nothing\nothing809.jpg,27.0
./image_data/preprocessing_images\U\U433.jpg,20.0
./image_data/preprocessing_images\U\U72.jpg,20.0
./image_data/preprocessing_images\B\B215.jpg,1.0
./image_data/preprocessing_images\W\W663.jpg,22.0
./image_data/preprocessing_images\space\space445.jpg,28.0
./image_data/preprocessing_images\Y\Y894.jpg,24.0
./image_data/preprocessing_images\A\A91.jpg,0.0
./image_data/preprocessing_images\K\K953.jpg,10.0
./image_data/preprocessing_images\K\K204.jpg,10.0
./image_data/preprocessing_images\X\X185.jpg,23.0
./image_data/preprocessing_images\R\R657.jpg,17.0
./image_data/preprocessing_images\S\S30.jpg,18.0
./image_data/preprocessing_images\S\S92.jpg,18.0
./image_data/preprocessing_images\Z\Z503.jpg,25.0
./image_data/preprocessing_images\I\I891.jpg,8.0
./image_data/preprocessing_images\K\K994.jpg,10.0
./image_data/preprocessing_images\D\D100.jpg,3.0
./image_data/preprocessing_images\nothing\nothing245.jpg,27.0
./image_data/preprocessing_images\H\H47.jpg,7.0
./image_data/preprocessing_images\nothing\nothing843.jpg,27.0
./image_data/preprocessing_images\Y\Y710.jpg,24.0
./image_data/preprocessing_images\Z\Z490.jpg,25.0
./image_data/preprocessing_images\X\X781.jpg,23.0
./image_data/preprocessing_images\G\G265.jpg,6.0
./image_data/preprocessing_images\T\T274.jpg,19.0
./image_data/preprocessing_images\H\H665.jpg,7.0
./image_data/preprocessing_images\nothing\nothing693.jpg,27.0
./image_data/preprocessing_images\C\C426.jpg,2.0
./image_data/preprocessing_images\L\L123.jpg,11.0
./image_data/preprocessing_images\H\H441.jpg,7.0
./image_data/preprocessing_images\D\D926.jpg,3.0
./image_data/preprocessing_images\F\F714.jpg,5.0
./image_data/preprocessing_images\Q\Q507.jpg,16.0
./image_data/preprocessing_images\Y\Y782.jpg,24.0
./image_data/preprocessing_images\Q\Q814.jpg,16.0
./image_data/preprocessing_images\del\del551.jpg,26.0
./image_data/preprocessing_images\E\E729.jpg,4.0
./image_data/preprocessing_images\space\space565.jpg,28.0
./image_data/preprocessing_images\Q\Q856.jpg,16.0
./image_data/preprocessing_images\N\N428.jpg,13.0
./image_data/preprocessing_images\B\B201.jpg,1.0
./image_data/preprocessing_images\A\A544.jpg,0.0
./image_data/preprocessing_images\I\I60.jpg,8.0
./image_data/preprocessing_images\J\J557.jpg,9.0
./image_data/preprocessing_images\E\E561.jpg,4.0
./image_data/preprocessing_images\F\F557.jpg,5.0
./image_data/preprocessing_images\F\F193.jpg,5.0
./image_data/preprocessing_images\L\L872.jpg,11.0
./image_data/preprocessing_images\X\X89.jpg,23.0
./image_data/preprocessing_images\N\N189.jpg,13.0
./image_data/preprocessing_images\U\U937.jpg,20.0
./image_data/preprocessing_images\O\O124.jpg,14.0
./image_data/preprocessing_images\I\I670.jpg,8.0
./image_data/preprocessing_images\B\B752.jpg,1.0
./image_data/preprocessing_images\Z\Z364.jpg,25.0
./image_data/preprocessing_images\I\I338.jpg,8.0
./image_data/preprocessing_images\H\H66.jpg,7.0
./image_data/preprocessing_images\O\O721.jpg,14.0
./image_data/preprocessing_images\S\S210.jpg,18.0
./image_data/preprocessing_images\R\R538.jpg,17.0
./image_data/preprocessing_images\X\X402.jpg,23.0
./image_data/preprocessing_images\S\S396.jpg,18.0
./image_data/preprocessing_images\F\F686.jpg,5.0
./image_data/preprocessing_images\M\M726.jpg,12.0
./image_data/preprocessing_images\X\X293.jpg,23.0
./image_data/preprocessing_images\L\L96.jpg,11.0
./image_data/preprocessing_images\Y\Y650.jpg,24.0
./image_data/preprocessing_images\O\O842.jpg,14.0
./image_data/preprocessing_images\K\K86.jpg,10.0
./image_data/preprocessing_images\Z\Z764.jpg,25.0
./image_data/preprocessing_images\O\O915.jpg,14.0
./image_data/preprocessing_images\Q\Q211.jpg,16.0
./image_data/preprocessing_images\Z\Z200.jpg,25.0
./image_data/preprocessing_images\G\G679.jpg,6.0
./image_data/preprocessing_images\D\D393.jpg,3.0
./image_data/preprocessing_images\J\J218.jpg,9.0
./image_data/preprocessing_images\P\P719.jpg,15.0
./image_data/preprocessing_images\M\M315.jpg,12.0
./image_data/preprocessing_images\Q\Q677.jpg,16.0
./image_data/preprocessing_images\space\space10.jpg,28.0
./image_data/preprocessing_images\D\D361.jpg,3.0
./image_data/preprocessing_images\D\D508.jpg,3.0
./image_data/preprocessing_images\F\F171.jpg,5.0
./image_data/preprocessing_images\W\W533.jpg,22.0
./image_data/preprocessing_images\H\H867.jpg,7.0
./image_data/preprocessing_images\W\W167.jpg,22.0
./image_data/preprocessing_images\Q\Q822.jpg,16.0
./image_data/preprocessing_images\A\A307.jpg,0.0
./image_data/preprocessing_images\A\A260.jpg,0.0
./image_data/preprocessing_images\A\A34.jpg,0.0
./image_data/preprocessing_images\C\C390.jpg,2.0
./image_data/preprocessing_images\T\T17.jpg,19.0
./image_data/preprocessing_images\F\F634.jpg,5.0
./image_data/preprocessing_images\R\R381.jpg,17.0
./image_data/preprocessing_images\F\F92.jpg,5.0
./image_data/preprocessing_images\V\V831.jpg,21.0
./image_data/preprocessing_images\Y\Y354.jpg,24.0
./image_data/preprocessing_images\N\N400.jpg,13.0
./image_data/preprocessing_images\G\G794.jpg,6.0
./image_data/preprocessing_images\Q\Q268.jpg,16.0
./image_data/preprocessing_images\F\F362.jpg,5.0
./image_data/preprocessing_images\del\del575.jpg,26.0
./image_data/preprocessing_images\C\C72.jpg,2.0
./image_data/preprocessing_images\J\J665.jpg,9.0
./image_data/preprocessing_images\A\A314.jpg,0.0
./image_data/preprocessing_images\F\F718.jpg,5.0
./image_data/preprocessing_images\E\E91.jpg,4.0
./image_data/preprocessing_images\J\J14.jpg,9.0
./image_data/preprocessing_images\P\P964.jpg,15.0
./image_data/preprocessing_images\T\T689.jpg,19.0
./image_data/preprocessing_images\H\H184.jpg,7.0
./image_data/preprocessing_images\space\space241.jpg,28.0
./image_data/preprocessing_images\W\W795.jpg,22.0
./image_data/preprocessing_images\Y\Y536.jpg,24.0
./image_data/preprocessing_images\E\E149.jpg,4.0
./image_data/preprocessing_images\M\M399.jpg,12.0
./image_data/preprocessing_images\U\U344.jpg,20.0
./image_data/preprocessing_images\K\K297.jpg,10.0
./image_data/preprocessing_images\B\B172.jpg,1.0
./image_data/preprocessing_images\F\F219.jpg,5.0
./image_data/preprocessing_images\X\X434.jpg,23.0
./image_data/preprocessing_images\G\G778.jpg,6.0
./image_data/preprocessing_images\F\F39.jpg,5.0
./image_data/preprocessing_images\L\L664.jpg,11.0
./image_data/preprocessing_images\U\U363.jpg,20.0
./image_data/preprocessing_images\F\F766.jpg,5.0
./image_data/preprocessing_images\X\X70.jpg,23.0
./image_data/preprocessing_images\X\X67.jpg,23.0
./image_data/preprocessing_images\P\P15.jpg,15.0
./image_data/preprocessing_images\A\A602.jpg,0.0
./image_data/preprocessing_images\C\C27.jpg,2.0
./image_data/preprocessing_images\del\del565.jpg,26.0
./image_data/preprocessing_images\Q\Q229.jpg,16.0
./image_data/preprocessing_images\Z\Z116.jpg,25.0
./image_data/preprocessing_images\W\W943.jpg,22.0
./image_data/preprocessing_images\A\A645.jpg,0.0
./image_data/preprocessing_images\Y\Y195.jpg,24.0
./image_data/preprocessing_images\D\D638.jpg,3.0
./image_data/preprocessing_images\C\C395.jpg,2.0
./image_data/preprocessing_images\nothing\nothing628.jpg,27.0
./image_data/preprocessing_images\R\R268.jpg,17.0
./image_data/preprocessing_images\M\M644.jpg,12.0
./image_data/preprocessing_images\A\A839.jpg,0.0
./image_data/preprocessing_images\nothing\nothing884.jpg,27.0
./image_data/preprocessing_images\W\W691.jpg,22.0
./image_data/preprocessing_images\Y\Y433.jpg,24.0
./image_data/preprocessing_images\space\space960.jpg,28.0
./image_data/preprocessing_images\H\H31.jpg,7.0
./image_data/preprocessing_images\L\L941.jpg,11.0
./image_data/preprocessing_images\V\V862.jpg,21.0
./image_data/preprocessing_images\C\C29.jpg,2.0
./image_data/preprocessing_images\G\G144.jpg,6.0
./image_data/preprocessing_images\Q\Q436.jpg,16.0
./image_data/preprocessing_images\L\L794.jpg,11.0
./image_data/preprocessing_images\W\W393.jpg,22.0
./image_data/preprocessing_images\O\O254.jpg,14.0
./image_data/preprocessing_images\R\R980.jpg,17.0
./image_data/preprocessing_images\P\P210.jpg,15.0
./image_data/preprocessing_images\W\W447.jpg,22.0
./image_data/preprocessing_images\O\O783.jpg,14.0
./image_data/preprocessing_images\M\M499.jpg,12.0
./image_data/preprocessing_images\A\A469.jpg,0.0
./image_data/preprocessing_images\Q\Q66.jpg,16.0
./image_data/preprocessing_images\del\del40.jpg,26.0
./image_data/preprocessing_images\X\X706.jpg,23.0
./image_data/preprocessing_images\nothing\nothing584.jpg,27.0
./image_data/preprocessing_images\L\L553.jpg,11.0
./image_data/preprocessing_images\N\N901.jpg,13.0
./image_data/preprocessing_images\B\B672.jpg,1.0
./image_data/preprocessing_images\del\del512.jpg,26.0
./image_data/preprocessing_images\I\I842.jpg,8.0
./image_data/preprocessing_images\U\U65.jpg,20.0
./image_data/preprocessing_images\I\I532.jpg,8.0
./image_data/preprocessing_images\E\E239.jpg,4.0
./image_data/preprocessing_images\G\G214.jpg,6.0
./image_data/preprocessing_images\G\G680.jpg,6.0
./image_data/preprocessing_images\H\H862.jpg,7.0
./image_data/preprocessing_images\A\A787.jpg,0.0
./image_data/preprocessing_images\C\C133.jpg,2.0
./image_data/preprocessing_images\O\O742.jpg,14.0
./image_data/preprocessing_images\S\S835.jpg,18.0
./image_data/preprocessing_images\I\I43.jpg,8.0
./image_data/preprocessing_images\P\P229.jpg,15.0
./image_data/preprocessing_images\nothing\nothing539.jpg,27.0
./image_data/preprocessing_images\X\X661.jpg,23.0
./image_data/preprocessing_images\M\M509.jpg,12.0
./image_data/preprocessing_images\E\E112.jpg,4.0
./image_data/preprocessing_images\del\del256.jpg,26.0
./image_data/preprocessing_images\V\V259.jpg,21.0
./image_data/preprocessing_images\nothing\nothing993.jpg,27.0
./image_data/preprocessing_images\Q\Q969.jpg,16.0
./image_data/preprocessing_images\Q\Q680.jpg,16.0
./image_data/preprocessing_images\W\W910.jpg,22.0
./image_data/preprocessing_images\C\C409.jpg,2.0
./image_data/preprocessing_images\Z\Z623.jpg,25.0
./image_data/preprocessing_images\H\H432.jpg,7.0
./image_data/preprocessing_images\V\V790.jpg,21.0
./image_data/preprocessing_images\A\A52.jpg,0.0
./image_data/preprocessing_images\M\M17.jpg,12.0
./image_data/preprocessing_images\D\D106.jpg,3.0
./image_data/preprocessing_images\K\K30.jpg,10.0
./image_data/preprocessing_images\H\H172.jpg,7.0
./image_data/preprocessing_images\K\K409.jpg,10.0
./image_data/preprocessing_images\space\space88.jpg,28.0
./image_data/preprocessing_images\P\P821.jpg,15.0
./image_data/preprocessing_images\T\T656.jpg,19.0
./image_data/preprocessing_images\F\F881.jpg,5.0
./image_data/preprocessing_images\V\V70.jpg,21.0
./image_data/preprocessing_images\N\N951.jpg,13.0
./image_data/preprocessing_images\I\I893.jpg,8.0
./image_data/preprocessing_images\M\M78.jpg,12.0
./image_data/preprocessing_images\R\R377.jpg,17.0
./image_data/preprocessing_images\S\S919.jpg,18.0
./image_data/preprocessing_images\U\U722.jpg,20.0
./image_data/preprocessing_images\space\space275.jpg,28.0
./image_data/preprocessing_images\R\R226.jpg,17.0
./image_data/preprocessing_images\R\R274.jpg,17.0
./image_data/preprocessing_images\P\P154.jpg,15.0
./image_data/preprocessing_images\R\R311.jpg,17.0
./image_data/preprocessing_images\G\G27.jpg,6.0
./image_data/preprocessing_images\K\K182.jpg,10.0
./image_data/preprocessing_images\C\C810.jpg,2.0
./image_data/preprocessing_images\H\H601.jpg,7.0
./image_data/preprocessing_images\A\A470.jpg,0.0
./image_data/preprocessing_images\Y\Y63.jpg,24.0
./image_data/preprocessing_images\H\H937.jpg,7.0
./image_data/preprocessing_images\T\T81.jpg,19.0
./image_data/preprocessing_images\E\E993.jpg,4.0
./image_data/preprocessing_images\W\W830.jpg,22.0
./image_data/preprocessing_images\G\G16.jpg,6.0
./image_data/preprocessing_images\K\K57.jpg,10.0
./image_data/preprocessing_images\A\A116.jpg,0.0
./image_data/preprocessing_images\D\D571.jpg,3.0
./image_data/preprocessing_images\T\T716.jpg,19.0
./image_data/preprocessing_images\nothing\nothing677.jpg,27.0
./image_data/preprocessing_images\L\L701.jpg,11.0
./image_data/preprocessing_images\del\del761.jpg,26.0
./image_data/preprocessing_images\R\R341.jpg,17.0
./image_data/preprocessing_images\H\H524.jpg,7.0
./image_data/preprocessing_images\G\G138.jpg,6.0
./image_data/preprocessing_images\J\J130.jpg,9.0
./image_data/preprocessing_images\Y\Y361.jpg,24.0
./image_data/preprocessing_images\S\S669.jpg,18.0
./image_data/preprocessing_images\D\D982.jpg,3.0
./image_data/preprocessing_images\del\del840.jpg,26.0
./image_data/preprocessing_images\X\X487.jpg,23.0
./image_data/preprocessing_images\B\B593.jpg,1.0
./image_data/preprocessing_images\P\P529.jpg,15.0
./image_data/preprocessing_images\S\S594.jpg,18.0
./image_data/preprocessing_images\O\O919.jpg,14.0
./image_data/preprocessing_images\C\C338.jpg,2.0
./image_data/preprocessing_images\V\V191.jpg,21.0
./image_data/preprocessing_images\space\space722.jpg,28.0
./image_data/preprocessing_images\L\L573.jpg,11.0
./image_data/preprocessing_images\nothing\nothing755.jpg,27.0
./image_data/preprocessing_images\Q\Q301.jpg,16.0
./image_data/preprocessing_images\V\V133.jpg,21.0
./image_data/preprocessing_images\B\B103.jpg,1.0
./image_data/preprocessing_images\V\V272.jpg,21.0
./image_data/preprocessing_images\D\D400.jpg,3.0
./image_data/preprocessing_images\B\B863.jpg,1.0
./image_data/preprocessing_images\G\G436.jpg,6.0
./image_data/preprocessing_images\A\A916.jpg,0.0
./image_data/preprocessing_images\R\R514.jpg,17.0
./image_data/preprocessing_images\T\T294.jpg,19.0
./image_data/preprocessing_images\K\K453.jpg,10.0
./image_data/preprocessing_images\U\U567.jpg,20.0
./image_data/preprocessing_images\T\T791.jpg,19.0
./image_data/preprocessing_images\A\A482.jpg,0.0
./image_data/preprocessing_images\C\C643.jpg,2.0
./image_data/preprocessing_images\X\X488.jpg,23.0
./image_data/preprocessing_images\del\del935.jpg,26.0
./image_data/preprocessing_images\D\D184.jpg,3.0
./image_data/preprocessing_images\W\W110.jpg,22.0
./image_data/preprocessing_images\E\E411.jpg,4.0
./image_data/preprocessing_images\D\D773.jpg,3.0
./image_data/preprocessing_images\N\N31.jpg,13.0
./image_data/preprocessing_images\T\T639.jpg,19.0
./image_data/preprocessing_images\V\V822.jpg,21.0
./image_data/preprocessing_images\U\U726.jpg,20.0
./image_data/preprocessing_images\E\E394.jpg,4.0
./image_data/preprocessing_images\O\O903.jpg,14.0
./image_data/preprocessing_images\H\H677.jpg,7.0
./image_data/preprocessing_images\I\I932.jpg,8.0
./image_data/preprocessing_images\E\E22.jpg,4.0
./image_data/preprocessing_images\G\G932.jpg,6.0
./image_data/preprocessing_images\nothing\nothing257.jpg,27.0
./image_data/preprocessing_images\E\E677.jpg,4.0
./image_data/preprocessing_images\I\I34.jpg,8.0
./image_data/preprocessing_images\U\U783.jpg,20.0
./image_data/preprocessing_images\P\P347.jpg,15.0
./image_data/preprocessing_images\M\M204.jpg,12.0
./image_data/preprocessing_images\N\N346.jpg,13.0
./image_data/preprocessing_images\Q\Q956.jpg,16.0
./image_data/preprocessing_images\X\X779.jpg,23.0
./image_data/preprocessing_images\U\U66.jpg,20.0
./image_data/preprocessing_images\H\H292.jpg,7.0
./image_data/preprocessing_images\I\I732.jpg,8.0
./image_data/preprocessing_images\D\D113.jpg,3.0
./image_data/preprocessing_images\C\C208.jpg,2.0
./image_data/preprocessing_images\N\N617.jpg,13.0
./image_data/preprocessing_images\N\N873.jpg,13.0
./image_data/preprocessing_images\V\V797.jpg,21.0
./image_data/preprocessing_images\F\F74.jpg,5.0
./image_data/preprocessing_images\E\E630.jpg,4.0
./image_data/preprocessing_images\space\space755.jpg,28.0
./image_data/preprocessing_images\G\G169.jpg,6.0
./image_data/preprocessing_images\D\D332.jpg,3.0
./image_data/preprocessing_images\del\del317.jpg,26.0
./image_data/preprocessing_images\S\S581.jpg,18.0
./image_data/preprocessing_images\X\X831.jpg,23.0
./image_data/preprocessing_images\H\H396.jpg,7.0
./image_data/preprocessing_images\F\F804.jpg,5.0
./image_data/preprocessing_images\I\I768.jpg,8.0
./image_data/preprocessing_images\Y\Y278.jpg,24.0
./image_data/preprocessing_images\T\T411.jpg,19.0
./image_data/preprocessing_images\W\W746.jpg,22.0
./image_data/preprocessing_images\B\B399.jpg,1.0
./image_data/preprocessing_images\R\R857.jpg,17.0
./image_data/preprocessing_images\T\T389.jpg,19.0
./image_data/preprocessing_images\C\C530.jpg,2.0
./image_data/preprocessing_images\T\T872.jpg,19.0
./image_data/preprocessing_images\G\G225.jpg,6.0
./image_data/preprocessing_images\I\I986.jpg,8.0
./image_data/preprocessing_images\P\P368.jpg,15.0
./image_data/preprocessing_images\X\X698.jpg,23.0
./image_data/preprocessing_images\H\H507.jpg,7.0
./image_data/preprocessing_images\I\I137.jpg,8.0
./image_data/preprocessing_images\X\X457.jpg,23.0
./image_data/preprocessing_images\H\H449.jpg,7.0
./image_data/preprocessing_images\nothing\nothing177.jpg,27.0
./image_data/preprocessing_images\B\B976.jpg,1.0
./image_data/preprocessing_images\A\A638.jpg,0.0
./image_data/preprocessing_images\space\space521.jpg,28.0
./image_data/preprocessing_images\space\space227.jpg,28.0
./image_data/preprocessing_images\W\W850.jpg,22.0
./image_data/preprocessing_images\Q\Q255.jpg,16.0
./image_data/preprocessing_images\S\S582.jpg,18.0
./image_data/preprocessing_images\M\M58.jpg,12.0
./image_data/preprocessing_images\W\W100.jpg,22.0
./image_data/preprocessing_images\J\J189.jpg,9.0
./image_data/preprocessing_images\W\W225.jpg,22.0
./image_data/preprocessing_images\G\G685.jpg,6.0
./image_data/preprocessing_images\Q\Q83.jpg,16.0
./image_data/preprocessing_images\space\space779.jpg,28.0
./image_data/preprocessing_images\W\W435.jpg,22.0
./image_data/preprocessing_images\R\R12.jpg,17.0
./image_data/preprocessing_images\E\E272.jpg,4.0
./image_data/preprocessing_images\P\P654.jpg,15.0
./image_data/preprocessing_images\S\S909.jpg,18.0
./image_data/preprocessing_images\L\L255.jpg,11.0
./image_data/preprocessing_images\P\P514.jpg,15.0
./image_data/preprocessing_images\X\X302.jpg,23.0
./image_data/preprocessing_images\T\T210.jpg,19.0
./image_data/preprocessing_images\B\B122.jpg,1.0
./image_data/preprocessing_images\F\F50.jpg,5.0
./image_data/preprocessing_images\C\C314.jpg,2.0
./image_data/preprocessing_images\H\H482.jpg,7.0
./image_data/preprocessing_images\P\P706.jpg,15.0
./image_data/preprocessing_images\Q\Q18.jpg,16.0
./image_data/preprocessing_images\space\space647.jpg,28.0
./image_data/preprocessing_images\X\X342.jpg,23.0
./image_data/preprocessing_images\F\F656.jpg,5.0
./image_data/preprocessing_images\T\T706.jpg,19.0
./image_data/preprocessing_images\nothing\nothing185.jpg,27.0
./image_data/preprocessing_images\V\V772.jpg,21.0
./image_data/preprocessing_images\X\X887.jpg,23.0
./image_data/preprocessing_images\E\E156.jpg,4.0
./image_data/preprocessing_images\N\N150.jpg,13.0
./image_data/preprocessing_images\Z\Z889.jpg,25.0
./image_data/preprocessing_images\space\space76.jpg,28.0
./image_data/preprocessing_images\V\V50.jpg,21.0
./image_data/preprocessing_images\space\space579.jpg,28.0
./image_data/preprocessing_images\O\O606.jpg,14.0
./image_data/preprocessing_images\T\T591.jpg,19.0
./image_data/preprocessing_images\Z\Z695.jpg,25.0
./image_data/preprocessing_images\K\K419.jpg,10.0
./image_data/preprocessing_images\R\R206.jpg,17.0
./image_data/preprocessing_images\nothing\nothing345.jpg,27.0
./image_data/preprocessing_images\X\X307.jpg,23.0
./image_data/preprocessing_images\I\I506.jpg,8.0
./image_data/preprocessing_images\G\G975.jpg,6.0
./image_data/preprocessing_images\V\V377.jpg,21.0
./image_data/preprocessing_images\nothing\nothing770.jpg,27.0
